,tweet
11488,Joe Biden says at a CNN town hall he benefited from white privilege a contrast to President Trumps answer when Bob Woodward asked him the same question
11489,A federal judge in Michigan has blocked a state law that made it a crime to hire drivers to take people to the polls
11490,Winston Groom the American novelist and author of Forrest Gump has died
11491,At least 30003378 cases of Covid19 have now been recorded globally according to Johns Hopkins Universitys tally of cases
11492,A federal judge has extended an order blocking the Census Bureau from winding down its efforts to count the US population
11493,Authorities in Michigan are urging people to stay indoors after dark and protect themselves from mosquito bites after a suspected human case of a rare mosquitoborne disease
11494,The US House of Representatives has passed a resolution condemning antiAsian sentiment amid the coronavirus pandemic
11495,A former member of Vice President Pences coronavirus task force says President Trump didnt care about the virus just reelection in a new video
11496,Eric Trump has proposed sitting for an interview with the New York State Attorney Generals Office for its investigation into the Trump Organization after the presidential election according to a new court filing
11497,A fan who attended the Kansas City Chiefs opening night game at Arrowhead Stadium on September 10 has tested positive for Covid19 and it has prompted the health department to direct 10 people to quarantine
11498,The World Health Organization is warning of alarming rates of transmission of Covid19 in Europe
11499,Portugal England and France are some of the places reporting spikes
11500,New York City delays inperson public school openings for most students for more than a week amid ongoing Covid19 safety concerns
11501,Acting Homeland Security Secretary Chad Wolf defies a subpoena and skips a House hearing on threats to the US after a feud over scheduling
11502,An additional 860000 people in the US filed for firsttime unemployment benefits last week on a seasonally adjusted basis
11503,It was another weekonweek decline in claims but the improvements have been slow
11504,Russian opposition politician Alexey Navalny fell critically ill after drinking from a poisoned bottle of water in his hotel room in Siberia his team has claimed in a video posted on Instagram
11505,More than 550000 customers are without power across the southeast from Tropical Storm Sally
11506,A grand jury has indicted an Omaha bar owner in the fatal shooting of a Black protester after authorities had decided not to bring charges against him
11507,Jim Carrey will play Democratic nominee Joe Biden on this season of Saturday Night Live NBC announces
11508,The Federal Reserve committed to keeping interest rates near zero until Americas labor market has recovered possibly years
11509,At least 22 people are injured after two cranes collide in an Austin Texas community officials say
11510,The Big Ten conference says it will play college football this fall reversing its early decision to postpone the season due to the Covid19 pandemic
11511,Sally weakens into a Category 1 hurricane but lifethreatening flooding is still likely along the Gulf Coast the National Hurricane Center says
11512,Follow live updates
11513,Pensacola Florida has already recorded 2 feet of rain this morning from Hurricane Sally according to a preliminary National Weather Service report
11514,Sally makes landfall near Gulf Shores Alabama as the slowmoving Category 2 hurricane batters the US coast
11515,Yoshihide Suga has been elected Japans new Prime Minister following a vote in the countrys Parliament on Wednesday confirming the former cardboard factory worker and farmers son as leader of the worlds third largest economy
11516,India has become the second country to surpass 5 million coronavirus cases after the US
11517,Twitter and Facebook have shut down accounts on their platforms reportedly linked to a misleading social media campaign run by Turning Point Action an offshoot of popular conservative youth activist organization Turning Point USA
11518,The Texas Supreme Court has again blocked Harris County Texas from sending mailin ballot applications to more than 2 million possible voters while litigation continues
